id,displayName,CHECK,contributionDescription,impactDescription,bio,websiteUrl,applicantType,prelimResult,reportReason,includedInBallots,initialCategory,Pairwise category,details
0xb4c6c4b2892012414da0f8a87964933b7093aad606473924c557302252b86d68,Noggles ($NOGS),!PASS,"Noggles is the first experiment of a nounish currency.
NOGS started in June 2023 with the goal to onboard the most active users of the Nouns ecosystem into Base.
During that period, every member of nounish communities received NOGS on their Base wallet every time they voted or created a prop.

After a year, the NOGS infrastructure evolved becoming an onboarding tool for everyone interested in Nouns and its ecosystem of communities.

NOGS holders can now:
- Get their exclusive Nouns debit card and earn NOGS on Base at every transaction
- Participate in the Nouns governance even if they can't afford a noun
- Earn weekly tickets to join raffles with the best nounish products within the ecosystem
- Tip frens and onboard new people into the nouniverse through our tipping system

After 2 months from the launch of its LP, NOGS counts more than 24k holders and 75k transactions placing itself at the 4th place of all the Farcaster coins in terms of liquidity, with a locked LP of $3.5M.",,"Noggles is the first experiment of a nounish currency.
NOGS started in June 2023 with the goal to onboard the most active users of the Nouns ecosystem into Base.
During that period, every member of nounish communities received NOGS on their Base wallet every time they voted or created a prop.

After a year, the NOGS infrastructure evolved becoming an onboarding tool for everyone interested in Nouns and its ecosystem of communities.

NOGS holders can now:
- Get their exclusive Nouns debit card and earn NOGS on Base at every transaction
- Participate in the Nouns governance even if they can't afford a noun
- Earn weekly tickets to join raffles with the best nounish products within the ecosystem
- Tip frens and onboard new people into the nouniverse through our tipping system

After 2 months from the launch of its LP, NOGS counts more than 24k holders and 75k transactions placing itself at the 4th place of all the Farcaster coins in terms of liquidity, with a locked LP of $3.5M.",https://noggles.com,PROJECT,Keep,,0,Social,Community Efforts,https://round4-api-eas.retrolist.app/projects/0xb4c6c4b2892012414da0f8a87964933b7093aad606473924c557302252b86d68
0x4839397bc3eb410a8cce8e0f8220fb4cce28a902f7c9fcd217cccbb8623bb564,Tokepad,!PASS,"The easiest way to create your own community on Base. Launch a tradable token in less than a minute. 

We are an experienced team that has been building consumer applications onchain for the last five years. Some of the favorites we've built include Matcha by 0x, Art Gobblers with Justin Roiland and Paradigm, and many more. You can check them out on our page at SmolStudios.com.",,"The easiest way to create your own community on Base. Launch a tradable token in less than a minute. 

We are an experienced team that has been building consumer applications onchain for the last five years. Some of the favorites we've built include Matcha by 0x, Art Gobblers with Justin Roiland and Paradigm, and many more. You can check them out on our page at SmolStudios.com.",https://tokepad.xyz/,PROJECT,Keep,,0,Social,Community Efforts,https://round4-api-eas.retrolist.app/projects/0x4839397bc3eb410a8cce8e0f8220fb4cce28a902f7c9fcd217cccbb8623bb564
0xeb7d879d09a9077dc3cf8cdbee26e17bcc00f19750a7c6f137ab9a3ef703139a,👑 King of the Degens 🎩 - Farcaster Frame Game,!PASS,"I'm Corbin Page (https://warpcast.com/corbin.eth) and my team and I look for fun new ways to onboard folks into web3 and the Optimism ecosystem. This quarter we built a novel crypto game using Farcaster Frames and streaming $DEGEN tokens. We had over 870 players across two Seasons and more than 1.5M DEGEN distributed to them. Notable our churn was really low with over half the players playing over 5 times despite the .001 ETH entry price on Base. 

King of the Degens is an Onchain RPG with real crypto stakes built on Farcaster. Up in the castle, the King and 9 court members are being streamed $DEGEN points in real-time. A player can **⚔️ STORM THE CASTLE ⚔️** to join the court by paying 0.001 ETH, which is swapped for $DEGEN and put in the Treasury for all to share.",,"I'm Corbin Page (https://warpcast.com/corbin.eth) and my team and I look for fun new ways to onboard folks into web3 and the Optimism ecosystem. This quarter we built a novel crypto game using Farcaster Frames and streaming $DEGEN tokens. We had over 870 players across two Seasons and more than 1.5M DEGEN distributed to them. Notable our churn was really low with over half the players playing over 5 times despite the .001 ETH entry price on Base. 

King of the Degens is an Onchain RPG with real crypto stakes built on Farcaster. Up in the castle, the King and 9 court members are being streamed $DEGEN points in real-time. A player can **⚔️ STORM THE CASTLE ⚔️** to join the court by paying 0.001 ETH, which is swapped for $DEGEN and put in the Treasury for all to share.",degen.game/kotd,PROJECT,Keep,,0,Social,Community Efforts,https://round4-api-eas.retrolist.app/projects/0xeb7d879d09a9077dc3cf8cdbee26e17bcc00f19750a7c6f137ab9a3ef703139a
0x8ded286813fa701fa0cc5279a2f0a7fc1a32f105225483c398f3d1da025dfe1e,CyberConnect Protocol,!PASS,"CyberConnect Protocol is one of Web3's earliest and largest decentralized social networks. The protocol is live on Optimism and Base mainnet, supporting dApps building in the superchain social space. The protocol was upgraded to Cyber, the superchain L2, in May 2024.",,"CyberConnect Protocol is one of Web3's earliest and largest decentralized social networks. The protocol is live on Optimism and Base mainnet, supporting dApps building in the superchain social space. The protocol was upgraded to Cyber, the superchain L2, in May 2024.",https://cyber.co/,PROJECT,Keep,,0,Social,Community Efforts,https://round4-api-eas.retrolist.app/projects/0x8ded286813fa701fa0cc5279a2f0a7fc1a32f105225483c398f3d1da025dfe1e
0xc429cdbad8387100a3c79debc80d1eda50615df40d276d44f817706bd01f30e3,EthXY,!PASS,"Onchain gaming devs, $50M+ in onchain gaming volume on Base, small but nimble team.  Our most popular gaming contract had over 340k+ Base transactions.


We're just getting started!  https://ethxy.com

🧑‍🌾 Base Onchain MMORPG
💪 Level your character
⚔️ Open world PvP
🐲 Epic boss PvE
🥺 Degen with friends",,"Onchain gaming devs, $50M+ in onchain gaming volume on Base, small but nimble team.  Our most popular gaming contract had over 340k+ Base transactions.


We're just getting started!  https://ethxy.com

🧑‍🌾 Base Onchain MMORPG
💪 Level your character
⚔️ Open world PvP
🐲 Epic boss PvE
🥺 Degen with friends",https://ethxy.com,PROJECT,Keep,,0,Social,Community Efforts,https://round4-api-eas.retrolist.app/projects/0xc429cdbad8387100a3c79debc80d1eda50615df40d276d44f817706bd01f30e3
0x86bf310080efb728684a2d2b6a212776ac67ffca37b91e049aff6568a8e1c7c5,Receipts,!PASS,"Receipts rewards people for working out. 

Athletes can authenticate their workouts and bring them to crypto. Receipts v1 uses Ethereum Attestation Service (Base) to make attestations that include workout data (14,100+ attestations created so far: https://base.easscan.org/address/0x77a3b79a2de700afcfc761fed837a67d7d8fae1b). 

Workout data (including all-time running, all-time cycling, all-time swimming, and current week's workouts) is ranked on our Leaderboards (https://leaderboard.receipts.xyz/). Optionally, athletes can also mint their workouts as an NFT (1,400+ transactions so far).

In Receipts v2, we'll connect directly to wearables and we'll give people control of their health & workout data. Folks can join challenges and compete with friends.

Our mission is to align incentives between people who move their bodies, and the brands that propel them forward - ultimately creating a healthier, happier, and better connected world.",,"Receipts rewards people for working out. 

Athletes can authenticate their workouts and bring them to crypto. Receipts v1 uses Ethereum Attestation Service (Base) to make attestations that include workout data (14,100+ attestations created so far: https://base.easscan.org/address/0x77a3b79a2de700afcfc761fed837a67d7d8fae1b). 

Workout data (including all-time running, all-time cycling, all-time swimming, and current week's workouts) is ranked on our Leaderboards (https://leaderboard.receipts.xyz/). Optionally, athletes can also mint their workouts as an NFT (1,400+ transactions so far).

In Receipts v2, we'll connect directly to wearables and we'll give people control of their health & workout data. Folks can join challenges and compete with friends.

Our mission is to align incentives between people who move their bodies, and the brands that propel them forward - ultimately creating a healthier, happier, and better connected world.",https://receipts.xyz,PROJECT,Keep,,0,Social,Community Efforts,https://round4-api-eas.retrolist.app/projects/0x86bf310080efb728684a2d2b6a212776ac67ffca37b91e049aff6568a8e1c7c5
0x2d8fcde3a58d9774ab72e3c57b1161aa9ce5fa2d39cc24c03de3ccc859c45b1e,Streameth,!PASS,"StreamETH is a OSS, Web3 powered virtual event platform that enables censorship-resistant live streaming and hosts an immutable video content archive onchain.

Throughout the past year, we've amplified and brought onchain 20+ major industry events such as Devcon 6, Devconnect, Zuzalu, and more. By streaming these events, we’ve exposed Ethereum's developments to global audiences, highlighting topics like L2s, Technical Decentralisation, ZK, and DAO Governance, while simultaneously eliminating traditional attendance barriers.

By bringing workshops and presentations onchain, we've ensured their immutability, free from political censorship, bans, or other restrictions.
",,"StreamETH is a OSS, Web3 powered virtual event platform that enables censorship-resistant live streaming and hosts an immutable video content archive onchain.

Throughout the past year, we've amplified and brought onchain 20+ major industry events such as Devcon 6, Devconnect, Zuzalu, and more. By streaming these events, we’ve exposed Ethereum's developments to global audiences, highlighting topics like L2s, Technical Decentralisation, ZK, and DAO Governance, while simultaneously eliminating traditional attendance barriers.

By bringing workshops and presentations onchain, we've ensured their immutability, free from political censorship, bans, or other restrictions.
",streameth.org,PROJECT,Keep,,0,Social,Community Efforts,https://round4-api-eas.retrolist.app/projects/0x2d8fcde3a58d9774ab72e3c57b1161aa9ce5fa2d39cc24c03de3ccc859c45b1e
0x48f081cbb7bddeb39e497154ac24b56a3ae1cb325efba85aa438284dd10fdba0,doginme memecoin,!PASS,"The $doginme memecoin's roots were established when a Farcaster user inquired if Dan Romero (DWR), the founder of the decentralized social media platform, owned a dog.

DWR replied affirmatively: NO BUT I GOT THAT DOG IN ME

$doginme is the first memecoin to launch that represents the Farcaster founder's dog that is in fact not a dog but the primordial dog in him.

Extending beyond our roots on Farcaster, $doginme is now representative of the community's collective efforts to embrace and embolden the dog in them.

Is the dog in you?",,"The $doginme memecoin's roots were established when a Farcaster user inquired if Dan Romero (DWR), the founder of the decentralized social media platform, owned a dog.

DWR replied affirmatively: NO BUT I GOT THAT DOG IN ME

$doginme is the first memecoin to launch that represents the Farcaster founder's dog that is in fact not a dog but the primordial dog in him.

Extending beyond our roots on Farcaster, $doginme is now representative of the community's collective efforts to embrace and embolden the dog in them.

Is the dog in you?",https://dogin.meme,PROJECT,Keep,,0,Social,Community Efforts,https://round4-api-eas.retrolist.app/projects/0x48f081cbb7bddeb39e497154ac24b56a3ae1cb325efba85aa438284dd10fdba0
0x95b4067c740d4411f87b6f78222d749f4eb611e90f57de608b29a94672a9a994,Guac (Farcaster),!PASS,"$GUAC is a Base memecoin and the first daily faucet coin that is widely distributed on Base via Farcaster Frames. Distribution mechanics inspired by old school faucet coins.

The idea was the emulate oldschool crypto faucets using Farcaster's frames as a way for users to log in everyday and claim $GUAC. During launch, this $GUAC frame was the most interactive cast of the day. With a total of 13k holders and currently 47K onchain transactions on Base.",,"$GUAC is a Base memecoin and the first daily faucet coin that is widely distributed on Base via Farcaster Frames. Distribution mechanics inspired by old school faucet coins.

The idea was the emulate oldschool crypto faucets using Farcaster's frames as a way for users to log in everyday and claim $GUAC. During launch, this $GUAC frame was the most interactive cast of the day. With a total of 13k holders and currently 47K onchain transactions on Base.",https://guac.cool/,PROJECT,Keep,,0,Social,Community Efforts,https://round4-api-eas.retrolist.app/projects/0x95b4067c740d4411f87b6f78222d749f4eb611e90f57de608b29a94672a9a994
0x1e0268e833072762feed224452aed7c6ad918fa4a2276c3eeb28efd6bd96e0d1,Drakula.app,!PASS,"Drakula is an onchain-based short-form video app based on the Farcaster protocol, on Base.",,"Drakula is an onchain-based short-form video app based on the Farcaster protocol, on Base.",https://drakula.app,PROJECT,Keep,,0,Social,Community Efforts,https://round4-api-eas.retrolist.app/projects/0x1e0268e833072762feed224452aed7c6ad918fa4a2276c3eeb28efd6bd96e0d1
0x2838165ef5e003b6d80eb200722f03326592d822cc6a466f7bd5b7d98d2d9f09,Whale,!PASS,"A multifunctional omnichain solution powered by LayerZero. Mint & Bridge NFTs and Tokens, Refuel Gas, Send Messages.",,"A multifunctional omnichain solution powered by LayerZero. Mint & Bridge NFTs and Tokens, Refuel Gas, Send Messages.",https://whale-app.com,PROJECT,Keep,,0,Cross Chain,Cross chain,https://round4-api-eas.retrolist.app/projects/0x2838165ef5e003b6d80eb200722f03326592d822cc6a466f7bd5b7d98d2d9f09
0x5742e2ebd17ec30b22662779c4245215a6aaf57d255661c9fa42624467c8a488, Wormhole Foundation,!PASS,"Wormhole is the leading interoperability platform powering multichain applications and bridges at scale.

The Wormhole Foundation is dedicated to supporting open-source, decentralized technologies that securely and seamlessly connect Web3.",,"Wormhole is the leading interoperability platform powering multichain applications and bridges at scale.

The Wormhole Foundation is dedicated to supporting open-source, decentralized technologies that securely and seamlessly connect Web3.",https://wormhole.com/,PROJECT,Keep,,0,Cross Chain,Cross chain,https://round4-api-eas.retrolist.app/projects/0x5742e2ebd17ec30b22662779c4245215a6aaf57d255661c9fa42624467c8a488
0xcb29225932c4a69eaf01e966005c5ef595d4a7121fec2bb0c4159b11dda4a86b,Decent.xyz,!PASS,Decent enables cross-chain swaps and 1-click transactions with any token across chains. ,,Decent enables cross-chain swaps and 1-click transactions with any token across chains. ,decent.xyz,PROJECT,Keep,,0,Cross Chain,Cross chain,https://round4-api-eas.retrolist.app/projects/0xcb29225932c4a69eaf01e966005c5ef595d4a7121fec2bb0c4159b11dda4a86b
0x4732b700b06348cfa8037a66ede2cd37dc14ac24ce2ea7cdc858d684f17123f6,Across Protocol,!PASS,"Across is an interoperability protocol powered by intents. We offer the fastest and lowest-cost bridging solution for end-users, and streamlined interoperability for developers.",,"Across is an interoperability protocol powered by intents. We offer the fastest and lowest-cost bridging solution for end-users, and streamlined interoperability for developers.",https://across.to/,PROJECT,Keep,,0,Cross Chain,Cross chain,https://round4-api-eas.retrolist.app/projects/0x4732b700b06348cfa8037a66ede2cd37dc14ac24ce2ea7cdc858d684f17123f6
0xac9bc0b4cd1be4c73d6ecf8e1eb69c4b447986862f9ac5243ff9f8dd37b76bf4,Owlto Finance,!PASS,"🦉 An intent-centric interoperability protocol, ""Bridge the World with AI Agent"". 

Build on #BTC | #ETH | #SOL Eco 

⚡️ Safe, Fast, Low-priced and Easy-to-use.",,"🦉 An intent-centric interoperability protocol, ""Bridge the World with AI Agent"". 

Build on #BTC | #ETH | #SOL Eco 

⚡️ Safe, Fast, Low-priced and Easy-to-use.",https://owlto.finance,PROJECT,Keep,,0,Cross Chain,Cross chain,https://round4-api-eas.retrolist.app/projects/0xac9bc0b4cd1be4c73d6ecf8e1eb69c4b447986862f9ac5243ff9f8dd37b76bf4
0x6201ed7a9f74862a45b2919627dbf5f5ca284e0770ec319e6715f0808b5c1905,Synapse Protocol,!PASS,Synapse broadly is a bridge and onboarding tooling that makes it easier to bring assets and users into the Optimism ecosystem.,,Synapse broadly is a bridge and onboarding tooling that makes it easier to bring assets and users into the Optimism ecosystem.,synapseprotocol.com,PROJECT,Keep,,0,Cross Chain,Cross chain,https://round4-api-eas.retrolist.app/projects/0x6201ed7a9f74862a45b2919627dbf5f5ca284e0770ec319e6715f0808b5c1905
0x258a32b51e5bdae56344808ddc1cea363a7788e41d2ea5be5b173421c8888a36,OmniArt,!PASS,"Pioneering the Omnichain NFT Revolution 🌐, powered by @LayerZero_Labs.",,"Pioneering the Omnichain NFT Revolution 🌐, powered by @LayerZero_Labs.",https://omniart.app,PROJECT,Keep,,0,Cross Chain,Cross chain,https://round4-api-eas.retrolist.app/projects/0x258a32b51e5bdae56344808ddc1cea363a7788e41d2ea5be5b173421c8888a36
0x226084a9a782406891481394ddf1f177eeea0fb12c9a5ec740453dc5302708b1,Womex,!PASS,"www.womex.io game protocol, where the user mines crystals for actions on the platform, as well as at mint can fall gold axe, entitling to a reward of 50$

www.womex.io/refuel - Absolutely free refuel for users (womex does not charge its commission).",,"www.womex.io game protocol, where the user mines crystals for actions on the platform, as well as at mint can fall gold axe, entitling to a reward of 50$

www.womex.io/refuel - Absolutely free refuel for users (womex does not charge its commission).",www.Womex.io,PROJECT,Keep,,0,Cross Chain,Cross chain,https://round4-api-eas.retrolist.app/projects/0x226084a9a782406891481394ddf1f177eeea0fb12c9a5ec740453dc5302708b1
0x74fda7833111373137dac70afeb42af1c84ed430f90d3c20374c4a311a89478d,deBridge,!PASS,"deBridge is the bridge that moves at lightspeed, enabling near-instant movement of value and information for over 400,000 users.",,"deBridge is the bridge that moves at lightspeed, enabling near-instant movement of value and information for over 400,000 users.",https://debridge.finance/,PROJECT,Keep,,0,Cross Chain,Cross chain,https://round4-api-eas.retrolist.app/projects/0x74fda7833111373137dac70afeb42af1c84ed430f90d3c20374c4a311a89478d
